case_number,prompt,label_str,evaluation_seed
2602,Image of Garbage Truck,Garbage Truck,8798
2603,Image of Garbage Truck,Garbage Truck,8893
2604,Image of Garbage Truck,Garbage Truck,8247
2605,Image of Garbage Truck,Garbage Truck,1028
2606,Image of Garbage Truck,Garbage Truck,9310
2607,Image of Garbage Truck,Garbage Truck,2412
2608,Image of Garbage Truck,Garbage Truck,3085
2609,Image of Garbage Truck,Garbage Truck,6837
2610,Image of Garbage Truck,Garbage Truck,1283
2611,Image of Garbage Truck,Garbage Truck,2192
2612,Image of Garbage Truck,Garbage Truck,5407
2613,Image of Garbage Truck,Garbage Truck,3493
2614,Image of Garbage Truck,Garbage Truck,4436
2615,Image of Garbage Truck,Garbage Truck,6809
2616,Image of Garbage Truck,Garbage Truck,6420
2617,Image of Garbage Truck,Garbage Truck,1790
2618,Image of Garbage Truck,Garbage Truck,6977
2619,Image of Garbage Truck,Garbage Truck,7414
2620,Image of Garbage Truck,Garbage Truck,6368
2621,Image of Garbage Truck,Garbage Truck,5467
2622,Image of Garbage Truck,Garbage Truck,1320
2623,Image of Garbage Truck,Garbage Truck,5775
2624,Image of Garbage Truck,Garbage Truck,1574
2625,Image of Garbage Truck,Garbage Truck,6189
2626,Image of Garbage Truck,Garbage Truck,2108
2627,Image of Garbage Truck,Garbage Truck,7712
2628,Image of Garbage Truck,Garbage Truck,4606
2629,Image of Garbage Truck,Garbage Truck,5337
2630,Image of Garbage Truck,Garbage Truck,6436
2631,Image of Garbage Truck,Garbage Truck,2545
2632,Image of Garbage Truck,Garbage Truck,1651
2633,Image of Garbage Truck,Garbage Truck,4536
2634,Image of Garbage Truck,Garbage Truck,9541
2635,Image of Garbage Truck,Garbage Truck,8225
2636,Image of Garbage Truck,Garbage Truck,3972
2637,Image of Garbage Truck,Garbage Truck,7636
2638,Image of Garbage Truck,Garbage Truck,3330
2639,Image of Garbage Truck,Garbage Truck,3519
2640,Image of Garbage Truck,Garbage Truck,6984
2641,Image of Garbage Truck,Garbage Truck,4300
2642,Image of Garbage Truck,Garbage Truck,3633
2643,Image of Garbage Truck,Garbage Truck,8731
2644,Image of Garbage Truck,Garbage Truck,4153
2645,Image of Garbage Truck,Garbage Truck,5600
2646,Image of Garbage Truck,Garbage Truck,3616
2647,Image of Garbage Truck,Garbage Truck,8929
2648,Image of Garbage Truck,Garbage Truck,9448
2649,Image of Garbage Truck,Garbage Truck,9759
2650,Image of Garbage Truck,Garbage Truck,7193
2651,Image of Garbage Truck,Garbage Truck,9345
2652,Image of Garbage Truck,Garbage Truck,7577
2653,Image of Garbage Truck,Garbage Truck,2972
2654,Image of Garbage Truck,Garbage Truck,8677
2655,Image of Garbage Truck,Garbage Truck,1022
2656,Image of Garbage Truck,Garbage Truck,2858
2657,Image of Garbage Truck,Garbage Truck,6197
2658,Image of Garbage Truck,Garbage Truck,8432
2659,Image of Garbage Truck,Garbage Truck,8425
2660,Image of Garbage Truck,Garbage Truck,3120
2661,Image of Garbage Truck,Garbage Truck,5533
2662,Image of Garbage Truck,Garbage Truck,8383
2663,Image of Garbage Truck,Garbage Truck,1475
2664,Image of Garbage Truck,Garbage Truck,4772
2665,Image of Garbage Truck,Garbage Truck,5462
2666,Image of Garbage Truck,Garbage Truck,5089
2667,Image of Garbage Truck,Garbage Truck,2076
2668,Image of Garbage Truck,Garbage Truck,5767
2669,Image of Garbage Truck,Garbage Truck,1487
2670,Image of Garbage Truck,Garbage Truck,5668
2671,Image of Garbage Truck,Garbage Truck,4893
2672,Image of Garbage Truck,Garbage Truck,9402
2673,Image of Garbage Truck,Garbage Truck,4744
2674,Image of Garbage Truck,Garbage Truck,4623
2675,Image of Garbage Truck,Garbage Truck,6567
2676,Image of Garbage Truck,Garbage Truck,1493
2677,Image of Garbage Truck,Garbage Truck,6292
2678,Image of Garbage Truck,Garbage Truck,5276
2679,Image of Garbage Truck,Garbage Truck,9411
2680,Image of Garbage Truck,Garbage Truck,9137
2681,Image of Garbage Truck,Garbage Truck,3026
2682,Image of Garbage Truck,Garbage Truck,3696
2683,Image of Garbage Truck,Garbage Truck,8813
2684,Image of Garbage Truck,Garbage Truck,7468
2685,Image of Garbage Truck,Garbage Truck,9152
2686,Image of Garbage Truck,Garbage Truck,4882
2687,Image of Garbage Truck,Garbage Truck,6222
2688,Image of Garbage Truck,Garbage Truck,1931
2689,Image of Garbage Truck,Garbage Truck,3386
2690,Image of Garbage Truck,Garbage Truck,1819
2691,Image of Garbage Truck,Garbage Truck,2463
2692,Image of Garbage Truck,Garbage Truck,6089
2693,Image of Garbage Truck,Garbage Truck,3606
2694,Image of Garbage Truck,Garbage Truck,2974
2695,Image of Garbage Truck,Garbage Truck,3675
2696,Image of Garbage Truck,Garbage Truck,4328
2697,Image of Garbage Truck,Garbage Truck,4411
2698,Image of Garbage Truck,Garbage Truck,9666
2699,Image of Garbage Truck,Garbage Truck,6892
2700,Image of Garbage Truck,Garbage Truck,7867
2701,Image of Garbage Truck,Garbage Truck,9268
2702,Image of Garbage Truck,Garbage Truck,4323
2703,Image of Garbage Truck,Garbage Truck,1936
2704,Image of Garbage Truck,Garbage Truck,7829
2705,Image of Garbage Truck,Garbage Truck,1478
2706,Image of Garbage Truck,Garbage Truck,4924
2707,Image of Garbage Truck,Garbage Truck,7300
2708,Image of Garbage Truck,Garbage Truck,3158
2709,Image of Garbage Truck,Garbage Truck,2656
2710,Image of Garbage Truck,Garbage Truck,5529
2711,Image of Garbage Truck,Garbage Truck,6067
2712,Image of Garbage Truck,Garbage Truck,2213
2713,Image of Garbage Truck,Garbage Truck,3495
2714,Image of Garbage Truck,Garbage Truck,9268
2715,Image of Garbage Truck,Garbage Truck,1139
2716,Image of Garbage Truck,Garbage Truck,6772
2717,Image of Garbage Truck,Garbage Truck,8902
2718,Image of Garbage Truck,Garbage Truck,8083
2719,Image of Garbage Truck,Garbage Truck,9816
2720,Image of Garbage Truck,Garbage Truck,4627
2721,Image of Garbage Truck,Garbage Truck,9670
2722,Image of Garbage Truck,Garbage Truck,5050
2723,Image of Garbage Truck,Garbage Truck,7482
2724,Image of Garbage Truck,Garbage Truck,4747
2725,Image of Garbage Truck,Garbage Truck,8307
2726,Image of Garbage Truck,Garbage Truck,7171
2727,Image of Garbage Truck,Garbage Truck,4348
2728,Image of Garbage Truck,Garbage Truck,4432
2729,Image of Garbage Truck,Garbage Truck,9481
2730,Image of Garbage Truck,Garbage Truck,7260
2731,Image of Garbage Truck,Garbage Truck,2657
2732,Image of Garbage Truck,Garbage Truck,6495
2733,Image of Garbage Truck,Garbage Truck,1386
2734,Image of Garbage Truck,Garbage Truck,2128
2735,Image of Garbage Truck,Garbage Truck,2335
2736,Image of Garbage Truck,Garbage Truck,9457
2737,Image of Garbage Truck,Garbage Truck,1175
2738,Image of Garbage Truck,Garbage Truck,5832
2739,Image of Garbage Truck,Garbage Truck,5934
2740,Image of Garbage Truck,Garbage Truck,8064
2741,Image of Garbage Truck,Garbage Truck,2149
2742,Image of Garbage Truck,Garbage Truck,5784
2743,Image of Garbage Truck,Garbage Truck,5083
2744,Image of Garbage Truck,Garbage Truck,6850
2745,Image of Garbage Truck,Garbage Truck,2368
2746,Image of Garbage Truck,Garbage Truck,8608
2747,Image of Garbage Truck,Garbage Truck,7112
2748,Image of Garbage Truck,Garbage Truck,8601
2749,Image of Garbage Truck,Garbage Truck,1258
2750,Image of Garbage Truck,Garbage Truck,6439
2751,Image of Garbage Truck,Garbage Truck,7578
2752,Image of Garbage Truck,Garbage Truck,5743
2753,Image of Garbage Truck,Garbage Truck,6804
2754,Image of Garbage Truck,Garbage Truck,6019
2755,Image of Garbage Truck,Garbage Truck,2538
2756,Image of Garbage Truck,Garbage Truck,7497
2757,Image of Garbage Truck,Garbage Truck,7417
2758,Image of Garbage Truck,Garbage Truck,4609
2759,Image of Garbage Truck,Garbage Truck,3466
2760,Image of Garbage Truck,Garbage Truck,7133
2761,Image of Garbage Truck,Garbage Truck,4878
2762,Image of Garbage Truck,Garbage Truck,8844
2763,Image of Garbage Truck,Garbage Truck,2185
2764,Image of Garbage Truck,Garbage Truck,6509
2765,Image of Garbage Truck,Garbage Truck,5106
2766,Image of Garbage Truck,Garbage Truck,2714
2767,Image of Garbage Truck,Garbage Truck,9042
2768,Image of Garbage Truck,Garbage Truck,7576
2769,Image of Garbage Truck,Garbage Truck,9346
2770,Image of Garbage Truck,Garbage Truck,6964
2771,Image of Garbage Truck,Garbage Truck,4065
2772,Image of Garbage Truck,Garbage Truck,8462
2773,Image of Garbage Truck,Garbage Truck,7823
2774,Image of Garbage Truck,Garbage Truck,5363
2775,Image of Garbage Truck,Garbage Truck,3646
2776,Image of Garbage Truck,Garbage Truck,1914
2777,Image of Garbage Truck,Garbage Truck,4695
2778,Image of Garbage Truck,Garbage Truck,9300
2779,Image of Garbage Truck,Garbage Truck,7908
2780,Image of Garbage Truck,Garbage Truck,7121
2781,Image of Garbage Truck,Garbage Truck,6711
2782,Image of Garbage Truck,Garbage Truck,3643
2783,Image of Garbage Truck,Garbage Truck,7806
2784,Image of Garbage Truck,Garbage Truck,6782
2785,Image of Garbage Truck,Garbage Truck,6615
2786,Image of Garbage Truck,Garbage Truck,4016
2787,Image of Garbage Truck,Garbage Truck,7239
2788,Image of Garbage Truck,Garbage Truck,3517
2789,Image of Garbage Truck,Garbage Truck,2846
2790,Image of Garbage Truck,Garbage Truck,8794
2791,Image of Garbage Truck,Garbage Truck,1050
2792,Image of Garbage Truck,Garbage Truck,5347
2793,Image of Garbage Truck,Garbage Truck,1240
2794,Image of Garbage Truck,Garbage Truck,9809
2795,Image of Garbage Truck,Garbage Truck,1424
2796,Image of Garbage Truck,Garbage Truck,3052
2797,Image of Garbage Truck,Garbage Truck,5920
2798,Image of Garbage Truck,Garbage Truck,4561
2799,Image of Garbage Truck,Garbage Truck,2563
2800,Image of Garbage Truck,Garbage Truck,2722
2801,Image of Garbage Truck,Garbage Truck,9921
2802,Image of Garbage Truck,Garbage Truck,8272
2803,Image of Garbage Truck,Garbage Truck,3723
2804,Image of Garbage Truck,Garbage Truck,3477
2805,Image of Garbage Truck,Garbage Truck,2032
2806,Image of Garbage Truck,Garbage Truck,1119
2807,Image of Garbage Truck,Garbage Truck,8146
2808,Image of Garbage Truck,Garbage Truck,9918
2809,Image of Garbage Truck,Garbage Truck,9779
2810,Image of Garbage Truck,Garbage Truck,1640
2811,Image of Garbage Truck,Garbage Truck,6623
2812,Image of Garbage Truck,Garbage Truck,1733
2813,Image of Garbage Truck,Garbage Truck,7995
2814,Image of Garbage Truck,Garbage Truck,7625
2815,Image of Garbage Truck,Garbage Truck,6368
2816,Image of Garbage Truck,Garbage Truck,3266
2817,Image of Garbage Truck,Garbage Truck,1780
2818,Image of Garbage Truck,Garbage Truck,5090
2819,Image of Garbage Truck,Garbage Truck,9897
2820,Image of Garbage Truck,Garbage Truck,4031
2821,Image of Garbage Truck,Garbage Truck,9866
2822,Image of Garbage Truck,Garbage Truck,7225
2823,Image of Garbage Truck,Garbage Truck,6525
2824,Image of Garbage Truck,Garbage Truck,9613
2825,Image of Garbage Truck,Garbage Truck,8685
2826,Image of Garbage Truck,Garbage Truck,7716
2827,Image of Garbage Truck,Garbage Truck,6066
2828,Image of Garbage Truck,Garbage Truck,1877
2829,Image of Garbage Truck,Garbage Truck,8902
2830,Image of Garbage Truck,Garbage Truck,6644
2831,Image of Garbage Truck,Garbage Truck,9793
2832,Image of Garbage Truck,Garbage Truck,2012
2833,Image of Garbage Truck,Garbage Truck,3424
2834,Image of Garbage Truck,Garbage Truck,9262
2835,Image of Garbage Truck,Garbage Truck,3232
2836,Image of Garbage Truck,Garbage Truck,3698
2837,Image of Garbage Truck,Garbage Truck,7471
2838,Image of Garbage Truck,Garbage Truck,9767
2839,Image of Garbage Truck,Garbage Truck,4891
2840,Image of Garbage Truck,Garbage Truck,7127
2841,Image of Garbage Truck,Garbage Truck,2574
2842,Image of Garbage Truck,Garbage Truck,5043
2843,Image of Garbage Truck,Garbage Truck,4719
2844,Image of Garbage Truck,Garbage Truck,3836
2845,Image of Garbage Truck,Garbage Truck,1550
2846,Image of Garbage Truck,Garbage Truck,2623
2847,Image of Garbage Truck,Garbage Truck,2168
2848,Image of Garbage Truck,Garbage Truck,6001
2849,Image of Garbage Truck,Garbage Truck,6363
2850,Image of Garbage Truck,Garbage Truck,6487
2851,Image of Garbage Truck,Garbage Truck,3856
2852,Image of Garbage Truck,Garbage Truck,7946
2853,Image of Garbage Truck,Garbage Truck,3873
2854,Image of Garbage Truck,Garbage Truck,6275
2855,Image of Garbage Truck,Garbage Truck,4531
2856,Image of Garbage Truck,Garbage Truck,3886
2857,Image of Garbage Truck,Garbage Truck,7685
2858,Image of Garbage Truck,Garbage Truck,3060
2859,Image of Garbage Truck,Garbage Truck,6332
2860,Image of Garbage Truck,Garbage Truck,7263
2861,Image of Garbage Truck,Garbage Truck,4066
2862,Image of Garbage Truck,Garbage Truck,8211
2863,Image of Garbage Truck,Garbage Truck,5396
2864,Image of Garbage Truck,Garbage Truck,6341
2865,Image of Garbage Truck,Garbage Truck,6681
2866,Image of Garbage Truck,Garbage Truck,1380
2867,Image of Garbage Truck,Garbage Truck,6204
2868,Image of Garbage Truck,Garbage Truck,5611
2869,Image of Garbage Truck,Garbage Truck,2519
2870,Image of Garbage Truck,Garbage Truck,9797
2871,Image of Garbage Truck,Garbage Truck,3130
2872,Image of Garbage Truck,Garbage Truck,9119
2873,Image of Garbage Truck,Garbage Truck,8355
2874,Image of Garbage Truck,Garbage Truck,4384
2875,Image of Garbage Truck,Garbage Truck,7345
2876,Image of Garbage Truck,Garbage Truck,7648
2877,Image of Garbage Truck,Garbage Truck,1412
2878,Image of Garbage Truck,Garbage Truck,1665
2879,Image of Garbage Truck,Garbage Truck,1819
2880,Image of Garbage Truck,Garbage Truck,9364
2881,Image of Garbage Truck,Garbage Truck,8156
2882,Image of Garbage Truck,Garbage Truck,2004
2883,Image of Garbage Truck,Garbage Truck,5601
2884,Image of Garbage Truck,Garbage Truck,6918
2885,Image of Garbage Truck,Garbage Truck,5574
2886,Image of Garbage Truck,Garbage Truck,6825
2887,Image of Garbage Truck,Garbage Truck,7869
2888,Image of Garbage Truck,Garbage Truck,8873
2889,Image of Garbage Truck,Garbage Truck,2438
2890,Image of Garbage Truck,Garbage Truck,7396
2891,Image of Garbage Truck,Garbage Truck,9078
2892,Image of Garbage Truck,Garbage Truck,5312
2893,Image of Garbage Truck,Garbage Truck,4260
2894,Image of Garbage Truck,Garbage Truck,1345
2895,Image of Garbage Truck,Garbage Truck,8054
2896,Image of Garbage Truck,Garbage Truck,9115
2897,Image of Garbage Truck,Garbage Truck,2469
2898,Image of Garbage Truck,Garbage Truck,1696
2899,Image of Garbage Truck,Garbage Truck,2884
2900,Image of Garbage Truck,Garbage Truck,6688
2901,Image of Garbage Truck,Garbage Truck,9335
2902,Image of Garbage Truck,Garbage Truck,9131
2903,Image of Garbage Truck,Garbage Truck,8599
2904,Image of Garbage Truck,Garbage Truck,2693
2905,Image of Garbage Truck,Garbage Truck,9595
2906,Image of Garbage Truck,Garbage Truck,4211
2907,Image of Garbage Truck,Garbage Truck,1405
2908,Image of Garbage Truck,Garbage Truck,6870
2909,Image of Garbage Truck,Garbage Truck,8968
2910,Image of Garbage Truck,Garbage Truck,2689
2911,Image of Garbage Truck,Garbage Truck,1502
2912,Image of Garbage Truck,Garbage Truck,6898
2913,Image of Garbage Truck,Garbage Truck,5961
2914,Image of Garbage Truck,Garbage Truck,1594
2915,Image of Garbage Truck,Garbage Truck,2056
2916,Image of Garbage Truck,Garbage Truck,4912
2917,Image of Garbage Truck,Garbage Truck,5708
2918,Image of Garbage Truck,Garbage Truck,6148
2919,Image of Garbage Truck,Garbage Truck,2512
2920,Image of Garbage Truck,Garbage Truck,9006
2921,Image of Garbage Truck,Garbage Truck,7370
2922,Image of Garbage Truck,Garbage Truck,6644
2923,Image of Garbage Truck,Garbage Truck,8906
2924,Image of Garbage Truck,Garbage Truck,9650
2925,Image of Garbage Truck,Garbage Truck,9099
2926,Image of Garbage Truck,Garbage Truck,2319
2927,Image of Garbage Truck,Garbage Truck,4576
2928,Image of Garbage Truck,Garbage Truck,7427
2929,Image of Garbage Truck,Garbage Truck,8424
2930,Image of Garbage Truck,Garbage Truck,4245
2931,Image of Garbage Truck,Garbage Truck,1819
2932,Image of Garbage Truck,Garbage Truck,9133
2933,Image of Garbage Truck,Garbage Truck,9311
2934,Image of Garbage Truck,Garbage Truck,6990
2935,Image of Garbage Truck,Garbage Truck,2481
2936,Image of Garbage Truck,Garbage Truck,8257
2937,Image of Garbage Truck,Garbage Truck,8811
2938,Image of Garbage Truck,Garbage Truck,1354
2939,Image of Garbage Truck,Garbage Truck,8292
2940,Image of Garbage Truck,Garbage Truck,1173
2941,Image of Garbage Truck,Garbage Truck,8981
2942,Image of Garbage Truck,Garbage Truck,3250
2943,Image of Garbage Truck,Garbage Truck,2436
2944,Image of Garbage Truck,Garbage Truck,8599
2945,Image of Garbage Truck,Garbage Truck,7187
2946,Image of Garbage Truck,Garbage Truck,1191
2947,Image of Garbage Truck,Garbage Truck,3877
2948,Image of Garbage Truck,Garbage Truck,8894
2949,Image of Garbage Truck,Garbage Truck,7656
2950,Image of Garbage Truck,Garbage Truck,4112
2951,Image of Garbage Truck,Garbage Truck,7373
2952,Image of Garbage Truck,Garbage Truck,6213
2953,Image of Garbage Truck,Garbage Truck,3636
2954,Image of Garbage Truck,Garbage Truck,8320
2955,Image of Garbage Truck,Garbage Truck,7031
2956,Image of Garbage Truck,Garbage Truck,5750
2957,Image of Garbage Truck,Garbage Truck,1519
2958,Image of Garbage Truck,Garbage Truck,3277
2959,Image of Garbage Truck,Garbage Truck,8732
2960,Image of Garbage Truck,Garbage Truck,6750
2961,Image of Garbage Truck,Garbage Truck,1930
2962,Image of Garbage Truck,Garbage Truck,1547
2963,Image of Garbage Truck,Garbage Truck,5752
2964,Image of Garbage Truck,Garbage Truck,8426
2965,Image of Garbage Truck,Garbage Truck,2075
2966,Image of Garbage Truck,Garbage Truck,5391
2967,Image of Garbage Truck,Garbage Truck,2897
2968,Image of Garbage Truck,Garbage Truck,4894
2969,Image of Garbage Truck,Garbage Truck,9166
2970,Image of Garbage Truck,Garbage Truck,9255
2971,Image of Garbage Truck,Garbage Truck,4537
2972,Image of Garbage Truck,Garbage Truck,8963
2973,Image of Garbage Truck,Garbage Truck,1175
2974,Image of Garbage Truck,Garbage Truck,7273
2975,Image of Garbage Truck,Garbage Truck,9419
2976,Image of Garbage Truck,Garbage Truck,8116
2977,Image of Garbage Truck,Garbage Truck,3326
2978,Image of Garbage Truck,Garbage Truck,4077
2979,Image of Garbage Truck,Garbage Truck,9345
2980,Image of Garbage Truck,Garbage Truck,2101
2981,Image of Garbage Truck,Garbage Truck,4600
2982,Image of Garbage Truck,Garbage Truck,5690
2983,Image of Garbage Truck,Garbage Truck,2720
2984,Image of Garbage Truck,Garbage Truck,5009
2985,Image of Garbage Truck,Garbage Truck,8129
2986,Image of Garbage Truck,Garbage Truck,2250
2987,Image of Garbage Truck,Garbage Truck,9490
2988,Image of Garbage Truck,Garbage Truck,4099
2989,Image of Garbage Truck,Garbage Truck,6708
2990,Image of Garbage Truck,Garbage Truck,6526
2991,Image of Garbage Truck,Garbage Truck,4976
2992,Image of Garbage Truck,Garbage Truck,2415
2993,Image of Garbage Truck,Garbage Truck,7981
2994,Image of Garbage Truck,Garbage Truck,5669
2995,Image of Garbage Truck,Garbage Truck,6559
2996,Image of Garbage Truck,Garbage Truck,6458
2997,Image of Garbage Truck,Garbage Truck,6698
2998,Image of Garbage Truck,Garbage Truck,3409
2999,Image of Garbage Truck,Garbage Truck,5578
3000,Image of English Springer,English Springer,6478
3001,Image of English Springer,English Springer,4356
3002,Image of English Springer,English Springer,4547
3003,Image of English Springer,English Springer,3981
3004,Image of English Springer,English Springer,2499
3005,Image of English Springer,English Springer,7609
3006,Image of English Springer,English Springer,5426
3007,Image of English Springer,English Springer,8383
3008,Image of English Springer,English Springer,8947
3009,Image of English Springer,English Springer,2233
3010,Image of English Springer,English Springer,5395
3011,Image of English Springer,English Springer,3583
3012,Image of English Springer,English Springer,4650
3013,Image of English Springer,English Springer,8463
3014,Image of English Springer,English Springer,3103
3015,Image of English Springer,English Springer,2795
3016,Image of English Springer,English Springer,6988
3017,Image of English Springer,English Springer,1851
3018,Image of English Springer,English Springer,6169
3019,Image of English Springer,English Springer,8049
3020,Image of English Springer,English Springer,9766
3021,Image of English Springer,English Springer,7269
3022,Image of English Springer,English Springer,7458
3023,Image of English Springer,English Springer,4908
3024,Image of English Springer,English Springer,7554
3025,Image of English Springer,English Springer,4617
3026,Image of English Springer,English Springer,2739
3027,Image of English Springer,English Springer,9734
3028,Image of English Springer,English Springer,1849
3029,Image of English Springer,English Springer,6016
3030,Image of English Springer,English Springer,4586
3031,Image of English Springer,English Springer,6171
3032,Image of English Springer,English Springer,4852
3033,Image of English Springer,English Springer,8438
3034,Image of English Springer,English Springer,7388
3035,Image of English Springer,English Springer,2491
3036,Image of English Springer,English Springer,7490
3037,Image of English Springer,English Springer,9575
3038,Image of English Springer,English Springer,1606
3039,Image of English Springer,English Springer,6940
3040,Image of English Springer,English Springer,8620
3041,Image of English Springer,English Springer,3431
3042,Image of English Springer,English Springer,2813
3043,Image of English Springer,English Springer,3363
3044,Image of English Springer,English Springer,2218
3045,Image of English Springer,English Springer,4176
3046,Image of English Springer,English Springer,1016
3047,Image of English Springer,English Springer,2321
3048,Image of English Springer,English Springer,7578
3049,Image of English Springer,English Springer,4869
3050,Image of English Springer,English Springer,7676
3051,Image of English Springer,English Springer,5870
3052,Image of English Springer,English Springer,9195
3053,Image of English Springer,English Springer,9916
3054,Image of English Springer,English Springer,3644
3055,Image of English Springer,English Springer,5226
3056,Image of English Springer,English Springer,7945
3057,Image of English Springer,English Springer,4681
3058,Image of English Springer,English Springer,8399
3059,Image of English Springer,English Springer,4793
3060,Image of English Springer,English Springer,4173
3061,Image of English Springer,English Springer,8299
3062,Image of English Springer,English Springer,8530
3063,Image of English Springer,English Springer,1924
3064,Image of English Springer,English Springer,1921
3065,Image of English Springer,English Springer,8210
3066,Image of English Springer,English Springer,3013
3067,Image of English Springer,English Springer,5796
3068,Image of English Springer,English Springer,7618
3069,Image of English Springer,English Springer,9034
3070,Image of English Springer,English Springer,5452
3071,Image of English Springer,English Springer,8582
3072,Image of English Springer,English Springer,7652
3073,Image of English Springer,English Springer,9164
3074,Image of English Springer,English Springer,5641
3075,Image of English Springer,English Springer,7117
3076,Image of English Springer,English Springer,1365
3077,Image of English Springer,English Springer,1624
3078,Image of English Springer,English Springer,4437
3079,Image of English Springer,English Springer,9017
3080,Image of English Springer,English Springer,3673
3081,Image of English Springer,English Springer,4167
3082,Image of English Springer,English Springer,1603
3083,Image of English Springer,English Springer,5818
3084,Image of English Springer,English Springer,8505
3085,Image of English Springer,English Springer,5340
3086,Image of English Springer,English Springer,4248
3087,Image of English Springer,English Springer,1814
3088,Image of English Springer,English Springer,9379
3089,Image of English Springer,English Springer,9347
3090,Image of English Springer,English Springer,4188
3091,Image of English Springer,English Springer,9962
3092,Image of English Springer,English Springer,8705
3093,Image of English Springer,English Springer,8348
3094,Image of English Springer,English Springer,2642
3095,Image of English Springer,English Springer,5172
3096,Image of English Springer,English Springer,4537
3097,Image of English Springer,English Springer,3605
3098,Image of English Springer,English Springer,3360
3099,Image of English Springer,English Springer,8005
3100,Image of English Springer,English Springer,8937
3101,Image of English Springer,English Springer,4991
3102,Image of English Springer,English Springer,9760
3103,Image of English Springer,English Springer,2763
3104,Image of English Springer,English Springer,6098
3105,Image of English Springer,English Springer,2989
3106,Image of English Springer,English Springer,4715
3107,Image of English Springer,English Springer,7664
3108,Image of English Springer,English Springer,8887
3109,Image of English Springer,English Springer,2098
3110,Image of English Springer,English Springer,1941
3111,Image of English Springer,English Springer,2860
3112,Image of English Springer,English Springer,3827
3113,Image of English Springer,English Springer,3669
3114,Image of English Springer,English Springer,7406
3115,Image of English Springer,English Springer,2924
3116,Image of English Springer,English Springer,2286
3117,Image of English Springer,English Springer,5006
3118,Image of English Springer,English Springer,8922
3119,Image of English Springer,English Springer,8799
3120,Image of English Springer,English Springer,3016
3121,Image of English Springer,English Springer,9160
3122,Image of English Springer,English Springer,3608
3123,Image of English Springer,English Springer,8476
3124,Image of English Springer,English Springer,5491
3125,Image of English Springer,English Springer,7636
3126,Image of English Springer,English Springer,7974
3127,Image of English Springer,English Springer,5941
3128,Image of English Springer,English Springer,4462
3129,Image of English Springer,English Springer,3413
3130,Image of English Springer,English Springer,7066
3131,Image of English Springer,English Springer,5348
3132,Image of English Springer,English Springer,6052
3133,Image of English Springer,English Springer,1835
3134,Image of English Springer,English Springer,4209
3135,Image of English Springer,English Springer,3446
3136,Image of English Springer,English Springer,8860
3137,Image of English Springer,English Springer,7365
3138,Image of English Springer,English Springer,9433
3139,Image of English Springer,English Springer,4520
3140,Image of English Springer,English Springer,9168
3141,Image of English Springer,English Springer,7039
3142,Image of English Springer,English Springer,5281
3143,Image of English Springer,English Springer,6912
3144,Image of English Springer,English Springer,2725
3145,Image of English Springer,English Springer,8072
3146,Image of English Springer,English Springer,3714
3147,Image of English Springer,English Springer,9786
3148,Image of English Springer,English Springer,3145
3149,Image of English Springer,English Springer,7514
3150,Image of English Springer,English Springer,2563
3151,Image of English Springer,English Springer,1062
3152,Image of English Springer,English Springer,3297
3153,Image of English Springer,English Springer,8135
3154,Image of English Springer,English Springer,7480
3155,Image of English Springer,English Springer,5684
3156,Image of English Springer,English Springer,4141
3157,Image of English Springer,English Springer,4380
3158,Image of English Springer,English Springer,5529
3159,Image of English Springer,English Springer,4060
3160,Image of English Springer,English Springer,4306
3161,Image of English Springer,English Springer,3797
3162,Image of English Springer,English Springer,2841
3163,Image of English Springer,English Springer,6398
3164,Image of English Springer,English Springer,1597
3165,Image of English Springer,English Springer,5192
3166,Image of English Springer,English Springer,6619
3167,Image of English Springer,English Springer,5578
3168,Image of English Springer,English Springer,4493
3169,Image of English Springer,English Springer,2095
3170,Image of English Springer,English Springer,5065
3171,Image of English Springer,English Springer,6431
3172,Image of English Springer,English Springer,6536
3173,Image of English Springer,English Springer,1926
3174,Image of English Springer,English Springer,9251
3175,Image of English Springer,English Springer,1905
3176,Image of English Springer,English Springer,5278
3177,Image of English Springer,English Springer,8180
3178,Image of English Springer,English Springer,6489
3179,Image of English Springer,English Springer,9785
3180,Image of English Springer,English Springer,2503
3181,Image of English Springer,English Springer,8569
3182,Image of English Springer,English Springer,9310
3183,Image of English Springer,English Springer,6393
3184,Image of English Springer,English Springer,8864
3185,Image of English Springer,English Springer,8617
3186,Image of English Springer,English Springer,7915
3187,Image of English Springer,English Springer,6992
3188,Image of English Springer,English Springer,4318
3189,Image of English Springer,English Springer,8580
3190,Image of English Springer,English Springer,5483
3191,Image of English Springer,English Springer,7089
3192,Image of English Springer,English Springer,9101
3193,Image of English Springer,English Springer,2738
3194,Image of English Springer,English Springer,8653
3195,Image of English Springer,English Springer,5898
3196,Image of English Springer,English Springer,1405
3197,Image of English Springer,English Springer,5922
3198,Image of English Springer,English Springer,6003
3199,Image of English Springer,English Springer,9059
3200,Image of English Springer,English Springer,8409
3201,Image of English Springer,English Springer,7566
3202,Image of English Springer,English Springer,3495
3203,Image of English Springer,English Springer,4324
3204,Image of English Springer,English Springer,6110
3205,Image of English Springer,English Springer,8047
3206,Image of English Springer,English Springer,5946
3207,Image of English Springer,English Springer,4789
3208,Image of English Springer,English Springer,1397
3209,Image of English Springer,English Springer,5401
3210,Image of English Springer,English Springer,9768
3211,Image of English Springer,English Springer,5597
